   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   1.1000000e+01   3.5162577e-01   4.9576571e-01   5.7011447e-01   4.3869969e-01
   2.1000000e+01   3.5120731e-01   6.3915345e-01   7.4584731e-01   4.9692211e-01
   3.1000000e+01   3.3490674e-01   7.0977896e-01   8.2809221e-01   5.0573137e-01
   4.1000000e+01   3.2226930e-01   7.5281484e-01   8.7732276e-01   5.0295387e-01
   5.1000000e+01   3.1317249e-01   7.8255259e-01   9.1098077e-01   4.9672103e-01
   6.1000000e+01   3.0634205e-01   8.0489855e-01   9.3592835e-01   4.8954273e-01
   7.1000000e+01   3.0094267e-01   8.2263789e-01   9.5541677e-01   4.8233480e-01
   8.1000000e+01   2.9650143e-01   8.3723351e-01   9.7119763e-01   4.7545250e-01
   9.1000000e+01   2.9274678e-01   8.4953367e-01   9.8430825e-01   4.6902725e-01
   1.0100000e+02   2.8951289e-01   8.6007446e-01   9.9540900e-01   4.6309423e-01
   1.1100000e+02   2.8669108e-01   8.6921910e-01   1.0049448e+00   4.5764602e-01
   1.2100000e+02   2.8420535e-01   8.7722733e-01   1.0132291e+00   4.5265666e-01
   1.3100000e+02   2.8199984e-01   8.8429263e-01   1.0204912e+00   4.4809304e-01
   1.4100000e+02   2.8003179e-01   8.9056372e-01   1.0269038e+00   4.4392028e-01
   1.5100000e+02   2.7826752e-01   8.9615778e-01   1.0326004e+00   4.4010439e-01
   1.6100000e+02   2.7667989e-01   9.0116894e-01   1.0376864e+00   4.3661339e-01
   1.7100000e+02   2.7524661e-01   9.0567409e-01   1.0422465e+00   4.3341779e-01
   1.8100000e+02   2.7394912e-01   9.0973686e-01   1.0463498e+00   4.3049072e-01
   1.9100000e+02   2.7277177e-01   9.1341056e-01   1.0500535e+00   4.2780778e-01
   2.0100000e+02   2.7170125e-01   9.1674028e-01   1.0534056e+00   4.2534695e-01
   2.1100000e+02   2.7072609e-01   9.1976448e-01   1.0564465e+00   4.2308833e-01
   2.2100000e+02   2.6983640e-01   9.2251624e-01   1.0592107e+00   4.2101399e-01
   2.3100000e+02   2.6902354e-01   9.2502419e-01   1.0617280e+00   4.1910773e-01
   2.4100000e+02   2.6827994e-01   9.2731328e-01   1.0640242e+00   4.1735491e-01
   2.5100000e+02   2.6759894e-01   9.2940532e-01   1.0661215e+00   4.1574233e-01
   2.6100000e+02   2.6697463e-01   9.3131954e-01   1.0680397e+00   4.1425801e-01
   2.7100000e+02   2.6640180e-01   9.3307289e-01   1.0697960e+00   4.1289110e-01
   2.8100000e+02   2.6587575e-01   9.3468045e-01   1.0714058e+00   4.1163176e-01
   2.9100000e+02   2.6539232e-01   9.3615560e-01   1.0728827e+00   4.1047106e-01
   3.0100000e+02   2.6494775e-01   9.3751032e-01   1.0742387e+00   4.0940085e-01
   3.1100000e+02   2.6453866e-01   9.3875534e-01   1.0754847e+00   4.0841374e-01
   3.2100000e+02   2.6416203e-01   9.3990028e-01   1.0766303e+00   4.0750298e-01
   3.3100000e+02   2.6381510e-01   9.4095381e-01   1.0776844e+00   4.0666240e-01
   3.4100000e+02   2.6349538e-01   9.4192376e-01   1.0786547e+00   4.0588638e-01
   3.5100000e+02   2.6320062e-01   9.4281721e-01   1.0795485e+00   4.0516978e-01
   3.6100000e+02   2.6292875e-01   9.4364055e-01   1.0803720e+00   4.0450788e-01
   3.7100000e+02   2.6267792e-01   9.4439961e-01   1.0811313e+00   4.0389638e-01
   3.8100000e+02   2.6244642e-01   9.4509967e-01   1.0818315e+00   4.0333132e-01
   3.9100000e+02   2.6223270e-01   9.4574555e-01   1.0824774e+00   4.0280907e-01
   4.0100000e+02   2.6203533e-01   9.4634163e-01   1.0830736e+00   4.0232631e-01
   4.1100000e+02   2.6185303e-01   9.4689191e-01   1.0836239e+00   4.0187997e-01
   4.2100000e+02   2.6168461e-01   9.4740004e-01   1.0841321e+00   4.0146724e-01
   4.3100000e+02   2.6152896e-01   9.4786939e-01   1.0846014e+00   4.0108555e-01
   4.4100000e+02   2.6138511e-01   9.4830300e-01   1.0850351e+00   4.0073250e-01
   4.5100000e+02   2.6125212e-01   9.4870368e-01   1.0854358e+00   4.0040592e-01
   4.6100000e+02   2.6112917e-01   9.4907401e-01   1.0858061e+00   4.0010378e-01
   4.7100000e+02   2.6101546e-01   9.4941634e-01   1.0861485e+00   3.9982423e-01
   4.8100000e+02   2.6091031e-01   9.4973285e-01   1.0864650e+00   3.9956554e-01
   4.9100000e+02   2.6081304e-01   9.5002553e-01   1.0867577e+00   3.9932615e-01
   5.0100000e+02   2.6072305e-01   9.5029621e-01   1.0870283e+00   3.9910460e-01
   5.1100000e+02   2.6063980e-01   9.5054657e-01   1.0872787e+00   3.9889954e-01
   5.2100000e+02   2.6056277e-01   9.5077818e-01   1.0875103e+00   3.9870973e-01
   5.3100000e+02   2.6049149e-01   9.5099245e-01   1.0877246e+00   3.9853402e-01
   5.4100000e+02   2.6042552e-01   9.5119071e-01   1.0879229e+00   3.9837136e-01
   5.5100000e+02   2.6036446e-01   9.5137418e-01   1.0881063e+00   3.9822077e-01
   5.6100000e+02   2.6030795e-01   9.5154396e-01   1.0882761e+00   3.9808134e-01
   5.7100000e+02   2.6025564e-01   9.5170109e-01   1.0884333e+00   3.9795225e-01
   5.8100000e+02   2.6020721e-01   9.5184654e-01   1.0885787e+00   3.9783272e-01
   5.9100000e+02   2.6016238e-01   9.5198116e-01   1.0887133e+00   3.9772204e-01
   6.0100000e+02   2.6012087e-01   9.5210579e-01   1.0888380e+00   3.9761955e-01
   6.1100000e+02   2.6008244e-01   9.5222116e-01   1.0889533e+00   3.9752464e-01
   6.2100000e+02   2.6004686e-01   9.5232798e-01   1.0890602e+00   3.9743675e-01
   6.3100000e+02   2.6001391e-01   9.5242687e-01   1.0891591e+00   3.9735535e-01
   6.4100000e+02   2.5998340e-01   9.5251844e-01   1.0892506e+00   3.9727997e-01
   6.5100000e+02   2.5995515e-01   9.5260322e-01   1.0893354e+00   3.9721015e-01
   6.6100000e+02   2.5992899e-01   9.5268173e-01   1.0894139e+00   3.9714549e-01
   6.7100000e+02   2.5990476e-01   9.5275443e-01   1.0894866e+00   3.9708560e-01
   6.8100000e+02   2.5988232e-01   9.5282176e-01   1.0895540e+00   3.9703013e-01
   6.9100000e+02   2.5986154e-01   9.5288411e-01   1.0896163e+00   3.9697875e-01
   7.0100000e+02   2.5984229e-01   9.5294185e-01   1.0896741e+00   3.9693116e-01
   7.1100000e+02   2.5982447e-01   9.5299532e-01   1.0897275e+00   3.9688708e-01
   7.2100000e+02   2.5980796e-01   9.5304485e-01   1.0897771e+00   3.9684625e-01
   7.3100000e+02   2.5979266e-01   9.5309072e-01   1.0898229e+00   3.9680844e-01
   7.4100000e+02   2.5977850e-01   9.5313320e-01   1.0898654e+00   3.9677340e-01
   7.5100000e+02   2.5976538e-01   9.5317255e-01   1.0899048e+00   3.9674095e-01
   7.6100000e+02   2.5975323e-01   9.5320900e-01   1.0899412e+00   3.9671089e-01
   7.7100000e+02   2.5974197e-01   9.5324276e-01   1.0899750e+00   3.9668305e-01
   7.8100000e+02   2.5973154e-01   9.5327403e-01   1.0900063e+00   3.9665726e-01
   7.9100000e+02   2.5972189e-01   9.5330299e-01   1.0900352e+00   3.9663336e-01
   8.0100000e+02   2.5971294e-01   9.5332982e-01   1.0900621e+00   3.9661123e-01
   8.1100000e+02   2.5970465e-01   9.5335467e-01   1.0900869e+00   3.9659073e-01
   8.2100000e+02   2.5969698e-01   9.5337769e-01   1.0901099e+00   3.9657173e-01
